year,school,city,uil_prnk_sum_prnk,tea_math_prnk
2011,ABILENE,ABILENE,0,0.6046647719013327
2011,ALAMO HEIGHTS,SAN ANTONIO,0.6998050682261124,0.9466221943918723
2011,AMERICAS,EL PASO,0.6858813700918887,0.3070205916445922
2011,ANDERSON,AUSTIN,0.6452241715399548,0.9827211123100901
2011,ANDRESS,EL PASO,0.5632135895293754,0.1463900570084709
2011,ARLINGTON HEIGHTS,FORT WORTH,0.491576162628792,0.6325905551460966
2011,AUSTIN,AUSTIN,0.22994987468671663,0.8884151383449527
2011,AUSTIN,EL PASO,0.6791283764967901,0.22411725226175225
2011,AUSTIN,HOUSTON,0.8458646616541206,0.09290827419871622
2011,BEL AIR,EL PASO,0.4896268448900006,0.1745389664881406
2011,BERKNER,RICHARDSON,0.5039682539682514,0.798448047009105
2011,BOSWELL,FORT WORTH,0.22243107769423548,0.8318407782723318
2011,BOWIE,AUSTIN,0.7052353104984598,0.9650551339346729
2011,BOWIE,EL PASO,0.1567808409913673,0.14573707265903021
2011,BRANDEIS,SAN ANTONIO,0.3911166805903638,0.7851215050557303
2011,BRENNAN,SAN ANTONIO,0.22994987468671663,NaN
2011,BREWER,FORT WORTH,0.19890002784739624,0.4815795887121234
2011,BURBANK,SAN ANTONIO,0.7568922305764307,0.2243031385462409
2011,BURGES,EL PASO,0.7034948482316817,0.567745258510039
2011,CALALLEN,CORPUS CHRISTI,0.929754942912817,0.4684663510089766
2011,CANUTILLO,EL PASO,0.8084099136730591,0.17971201773741763
2011,CARNEGIE VANGUARD,HOUSTON,0.560080757449175,0.9938294948599263
2011,CARROLL,CORPUS CHRISTI,0.3045808966861593,0.5583222135928072
2011,CARTER-RIVERSIDE,FORT WORTH,0.19890002784739624,0.14961432200845964
2011,CASTLEBERRY,FORT WORTH,0.4191033138401542,0.4577883803664291
2011,CENTRAL,SAN ANGELO,0.5407964355332745,0.7261062146079407
2011,CHAPEL HILL,MT PLEASANT,0.0985797827903091,0.7092082213940545
2011,CHAPIN,EL PASO,0.9596908939013975,0.5828589523712314
2011,CHURCHILL,SAN ANTONIO,0.8384851016429823,0.8724439747724619
2011,CLARK,SAN ANTONIO,0.461292119186854,0.8697889146823955
2011,CLEAR LAKE,HOUSTON,0.9314257866889238,0.9792634288891238
2011,COOPER,ABILENE,0.1675020885547201,0.6865225714641331
2011,CORONADO,EL PASO,0.810707323865206,0.8436730619907662
2011,CORONADO,LUBBOCK,0.9126287942077224,0.702515688217271
2011,CROCKETT,AUSTIN,0.7568922305764307,0.2032768188873672
2011,CYPRESS FALLS,HOUSTON,0.8305485937064748,0.875997129974281
2011,DAVIS,HOUSTON,0.9649818991924024,0.13118255274468466
2011,DEL VALLE,EL PASO,0.8762183235867277,0.10376011486790182
2011,DUNBAR,FORT WORTH,0.491576162628792,0.13051960012568792
2011,EAST CENTRAL,SAN ANTONIO,0.3700222779170138,0.4289237512224189
2011,EASTERN HILLS,FORT WORTH,0.11194653299916457,0.07712834675768762
2011,EASTWOOD,EL PASO,0.7295321637426806,0.26547451596214605
2011,ECONOMEDES,EDINBURG,0.1567808409913673,0.3780565493871538
2011,EDINBURG,EDINBURG,0.3996101364522405,0.5172091620476169
2011,EDINBURG NORTH,EDINBURG,0.9226538568643633,0.4386443500307905
2011,EDISON,SAN ANTONIO,0.1339459760512392,0.17330724781385604
2011,EL PASO,EL PASO,0.4191033138401542,0.3399088699543312
2011,ESTACADO,LUBBOCK,0.22994987468671663,0.04050021194589064
2011,FLOUR BLUFF,CORPUS CHRISTI,0.8791423001949148,0.7498616667498397
2011,FRANKLIN,EL PASO,0.6858813700918887,0.760799418438197
2011,GRAPE CREEK,SAN ANGELO,0.22243107769423548,0.47195052244181357
2011,GREENWOOD,MIDLAND,0.5768588137009149,0.7431218626595638
2011,HASTINGS,HOUSTON,0.1675020885547201,0.3752000445709124
2011,HEALTH CAREERS,SAN ANTONIO,0.7649679754942809,0.965175453246977
2011,HIGHLAND PARK,AMARILLO,0.8257449178501677,0.47471651871414045
2011,HIRSCHI,WICHITA FALLS,0.9950570871623245,0.3415607710433512
2011,HOLMES,SAN ANTONIO,0.21449456975772757,0.30274844626651304
2011,HORIZON,EL PASO,0.4695071010860464,0.3555577156955899
2011,HUNTSVILLE,HUNTSVILLE,0.8010303536619204,0.4828035647367842
2011,IRVIN,EL PASO,0.08862433862433862,0.23926497825496174
2011,JAY,SAN ANTONIO,0.917084377610674,0.7659415408846586
2011,JEFFERSON,EL PASO,0.7659426343636765,0.24318961345600193
2011,JOHNSON,SAN ANTONIO,0.7866889445836698,0.8880270236652985
2011,JONES,HOUSTON,0.4191033138401542,0.026583682180972113
2011,KASHMERE,HOUSTON,0,0.01468378350205831
2011,KERR,HOUSTON,0.7567529935950885,0.9065743475339166
2011,KILGORE,KILGORE,0.0985797827903091,0.4602897681919662
2011,KING,CORPUS CHRISTI,0.9283625730993946,0.6293356852598087
2011,KLEIN FOREST,HOUSTON,0.5694096351991051,0.3338413180217368
2011,LA VEGA,WACO,0,0.08527157662247276
2011,LAKE TRAVIS,AUSTIN,0.90128098022833,0.9520625708071055
2011,LAKE VIEW,SAN ANGELO,0.7052353104984598,0.45750509969983144
2011,LAMAR,HOUSTON,0.3045808966861593,0.7092082213940545
2011,LANGHAM CREEK,HOUSTON,0.591200222779166,0.8918972304427355
2011,LANIER,AUSTIN,0,0.11337301665917268
2011,LEE,MIDLAND,0.7825118351434027,0.7190283775109483
2011,LEE,SAN ANTONIO,0,0.2868284406057062
2011,LUBBOCK,LUBBOCK,0.8809523809523636,0.8297028665733952
2011,MACARTHUR,HOUSTON,0.69841269841269,0.35027499258335637
2011,MACARTHUR,SAN ANTONIO,0.8598579782790151,0.7968424764307891
2011,MADISON,SAN ANTONIO,0.4191033138401542,0.5947139206947039
2011,MARSHALL,SAN ANTONIO,0.47403230297966925,0.715372028776492
2011,MCCALLUM,AUSTIN,0.5768588137009149,0.7574841015504606
2011,MCNEIL,AUSTIN,0.6699387357282022,0.9592718657649835
2011,MEMORIAL,HOUSTON,0.32101086048454414,0.9860489470038312
2011,MIDLAND,MIDLAND,0.1924255082149819,0.6932968674389001
2011,MILBY,HOUSTON,0.1339459760512392,0.1268434924837576
2011,MISSION EARLY COLLEGE,EL PASO,0.4191033138401542,0.6173415164258271
2011,MONTEREY,LUBBOCK,0.1675020885547201,0.5179283507533541
2011,MONTWOOD,EL PASO,0.6858813700918887,0.552393130746331
2011,MOODY,CORPUS CHRISTI,0.5138540796435506,0.1766630856128488
2011,NORTH CROWLEY,FORT WORTH,0,0.53786556904525
2011,NORTH SIDE,FORT WORTH,0.7843219159008518,0.25278950634203445
2011,OZEN,BEAUMONT,0,0.15666602635685706
2011,PALO DURO,AMARILLO,0.3700222779170138,0.31183546436964277
2011,PARKLAND,EL PASO,0.22994987468671663,0.4395302408041354
2011,PASCHAL,FORT WORTH,0.9305207463101993,0.8379275353196476
2011,POLYTECHNIC,FORT WORTH,0.22994987468671663,0.12103570069913303
2011,RANDALL,AMARILLO,0.8229601782233228,0.8482563553047365
2011,RAY,CORPUS CHRISTI,0.5514480646059559,0.331480071109497
2011,REAGAN,HOUSTON,0.62378167641325,0.32804691130346586
2011,REAGAN,SAN ANTONIO,0.7735310498468285,0.9428727457813739
2011,RICHARDSON,RICHARDSON,0.6870648844332977,0.8020504584191918
2011,RIDER,WICHITA FALLS,0.3045808966861593,0.8200428401535101
2011,RIVER ROAD,AMARILLO,0.3567947646895007,0.5545542912919783
2011,RIVERSIDE,EL PASO,0.1675020885547201,0.08799737590005952
2011,ROOSEVELT,LUBBOCK,0.41757170704538954,0.4826658479728966
2011,ROOSEVELT,SAN ANTONIO,0.3045808966861593,0.4699396487106572
2011,SCARBOROUGH,HOUSTON,0.8541492620439834,0.2636365509569998
2011,SOUTH SAN ANTONIO,SAN ANTONIO,0,0.21738458478374784
2011,SOUTHSIDE,SAN ANTONIO,0.6452241715399548,0.1958593605478377
2011,SOUTHWEST,FORT WORTH,0.8654274575327044,0.3872091553603082
2011,SPRING WOODS,HOUSTON,0.0985797827903091,0.5701242163414582
2011,STERLING,HOUSTON,0,0.29639176227219344
2011,STEVENS,SAN ANTONIO,0.3941798941798931,0.40667638123644806
2011,STRATFORD,HOUSTON,0.47960178223335903,0.9605826305180849
2011,TAFT,SAN ANTONIO,0.7488861041492517,0.6725646221808497
2011,TASCOSA,AMARILLO,0,0.7947721169988125
2011,TAYLOR,HOUSTON,0.5295878585352239,0.9755460480137065
2011,TRIMBLE TECHNICAL,FORT WORTH,0.19890002784739624,0.2040380226999022
2011,TULOSO-MIDWAY,CORPUS CHRISTI,0.32101086048454414,0.6041793464309285
2011,UNIVERSITY,WACO,0.1675020885547201,0.20407771814648862
2011,VICTORIA EAST,VICTORIA,0,0.6853123357691014
2011,WARREN,SAN ANTONIO,0.1567808409913673,0.47339209722276865
2011,WEST OSO,CORPUS CHRISTI,0.22994987468671663,0.04241169555124279
2011,WESTERN HILLS,FORT WORTH,0.11194653299916457,0.46460903819865934
2011,WESTFIELD,HOUSTON,0.3497632971317175,0.22525107500577402
2011,WESTLAKE,AUSTIN,0.941729323308249,0.9929546381459644
2011,WESTSIDE,HOUSTON,0.47960178223335903,0.7326129450915944
2011,WESTWOOD,AUSTIN,0.9755639097744121,0.9936040280669698
2011,WICHITA FALLS,WICHITA FALLS,0.7389306599832817,0.4826658479728966
2011,WYLIE,ABILENE,0.991785018100782,0.9234641278967851
2011,YSLETA,EL PASO,0.22994987468671663,0.044408682667891775
2012,ABILENE,ABILENE,0,0.5720609549861363
2012,ALAMO HEIGHTS,SAN ANTONIO,0.3328460038986349,0.9476712450489883
2012,AMERICAS,EL PASO,0.4880952380952359,0.3252513341389867
2012,ANDERSON,AUSTIN,0.6699387357282022,0.9763156109621376
2012,ANDRESS,EL PASO,0.4017683096630453,0.24984011062814793
2012,AUSTIN,AUSTIN,0.1339459760512392,0.9033953054591257
2012,AUSTIN,EL PASO,0.8994012809802099,0.12991133715329126
2012,AUSTIN,HOUSTON,0.3700222779170138,0.10513556888391912
2012,BEL AIR,EL PASO,0.5167780562517377,0.20965975056840033
2012,BERKNER,RICHARDSON,0.19890002784739624,0.8341709814436374
2012,BOSWELL,FORT WORTH,0.3045808966861593,0.7366622568045244
2012,BOWIE,AUSTIN,0.62378167641325,0.9406481289453553
2012,BOWIE,EL PASO,0.08862433862433862,0.18602742849825024
2012,BRANDEIS,SAN ANTONIO,0.5766499582289015,0.7208499690586581
2012,BRENNAN,SAN ANTONIO,0.5689223057644073,0.40452110343268727
2012,BREWER,FORT WORTH,0.3045808966861593,0.4229975104821472
2012,BURBANK,SAN ANTONIO,0.7052353104984598,0.30884499395174714
2012,BURGES,EL PASO,0.6846282372598085,0.32759223700423934
2012,CALALLEN,CORPUS CHRISTI,0.7052353104984598,0.5353367319072142
2012,CANUTILLO,EL PASO,0.7568922305764307,0.1542642062887618
2012,CAPROCK,AMARILLO,0.1567808409913673,0.22802426013497157
2012,CARNEGIE VANGUARD,HOUSTON,0.7211779448621464,0.9950670335825786
2012,CARTER-RIVERSIDE,FORT WORTH,0.602269562795874,0.11846383490907225
2012,CENTRAL,SAN ANGELO,0.5215121136173739,0.7773915613185665
2012,CHAPIN,EL PASO,0.9188248398774519,0.44858198335378363
2012,CHURCHILL,SAN ANTONIO,0.3045808966861593,0.8842804694056041
2012,CLARK,SAN ANTONIO,0.5736563631300435,0.8574945588294665
2012,CLEAR LAKE,HOUSTON,0.9504316346421385,0.9801161861375604
2012,CORONADO,EL PASO,0.8044416597048053,0.7922877713615833
2012,CORONADO,LUBBOCK,0.3911166805903638,0.6943099320159833
2012,CROCKETT,AUSTIN,0.5768588137009149,0.3836802625504273
2012,CYPRESS FALLS,HOUSTON,0.715121136173759,0.7657506286697126
2012,DAVIS,HOUSTON,0.9251601225285233,0.1286814574889039
2012,DEL VALLE,EL PASO,0.917084377610674,0.09323064427454779
2012,DIAMOND HILL-JARVIS,FORT WORTH,0.22994987468671663,0.08162973098879632
2012,DOBIE,HOUSTON,0.8654274575327044,0.6270402351959907
2012,EAST CENTRAL,SAN ANTONIO,0.4191033138401542,0.3888486326836026
2012,EASTERN HILLS,FORT WORTH,0.19890002784739624,0.06513283001304275
2012,EASTWOOD,EL PASO,0.8044416597048053,0.3097666200310474
2012,ECONOMEDES,EDINBURG,0.19235588972431078,0.4555168583291138
2012,EDINBURG,EDINBURG,0.4164578111946517,0.437588518024679
2012,EDINBURG NORTH,EDINBURG,0.9548175995544192,0.4155638354189791
2012,EDISON,SAN ANTONIO,0,0.12857964321368986
2012,EISENHOWER,HOUSTON,0.6074909495962079,0.25220550576157613
2012,EL DORADO,EL PASO,0.4880256196045648,0.22184177008380612
2012,EL PASO,EL PASO,0.4148565859092159,0.6333262740430688
2012,ESTACADO,LUBBOCK,0.4191033138401542,0.058177297523129515
2012,FLOUR BLUFF,CORPUS CHRISTI,0.9589947089946863,0.7607424195803059
2012,FOX TECHNICAL,SAN ANTONIO,0.1339459760512392,0.30274844626651304
2012,FRANKLIN,EL PASO,0.7477722082985139,0.8014850778139417
2012,GRAPE CREEK,SAN ANGELO,0.1339459760512392,0.46892359574249126
2012,GREENWOOD,MIDLAND,0.1339459760512392,0.7245994176691566
2012,HASTINGS,HOUSTON,0.5291005291005262,0.25168654970730897
2012,HEALTH CAREERS,SAN ANTONIO,0.8394597605123779,0.9778642662739212
2012,HIGHLAND PARK,AMARILLO,0.6074909495962079,0.37274434987196703
2012,HIRSCHI,WICHITA FALLS,0.9940128098022578,0.5217961333813813
2012,HORIZON,EL PASO,0.5039682539682514,0.31892253831180045
2012,HUNTSVILLE,HUNTSVILLE,0.7634363686995163,0.32683325881163655
2012,IRVIN,EL PASO,0.3267195767195762,0.20499522735136003
2012,JAY,SAN ANTONIO,0.7672653856864278,0.5583222135928072
2012,JEFFERSON,EL PASO,0.38666109718741204,0.19449215072959786
2012,JOHNSON,SAN ANTONIO,0.7735310498468285,0.8918972304427355
2012,JONES,HOUSTON,0,0.0234317655021638
2012,KERR,HOUSTON,0.5287524366471706,0.874481566391726
2012,KING,CORPUS CHRISTI,0.9314257866889238,0.5226180140716019
2012,KLEIN FOREST,HOUSTON,0.60637705374547,0.37446298821219715
2012,LA VEGA,WACO,0,0.1962251145389698
2012,LAKE TRAVIS,AUSTIN,0.8851294903926308,0.9605510016376384
2012,LAKE VIEW,SAN ANGELO,0.6768309663046432,0.5855623387156971
2012,LAMAR,HOUSTON,0.6858813700918887,0.7891957792382298
2012,LANGHAM CREEK,HOUSTON,0.8953634085212848,0.8884151383449527
2012,LANIER,AUSTIN,0.5768588137009149,0.1301970524182186
2012,LEE,HOUSTON,0.22994987468671663,0.3561957633140762
2012,LEE,MIDLAND,0.6858813700918887,0.7778313563558978
2012,LEE,SAN ANTONIO,0.3045808966861593,0.3998610210065917
2012,LUBBOCK,LUBBOCK,0.95300751879697,0.8648471816212024
2012,MACARTHUR,HOUSTON,0.4501531606794746,0.2994779656939389
2012,MACARTHUR,SAN ANTONIO,0.8334725703146617,0.7715778032006961
2012,MADISON,SAN ANTONIO,0.62378167641325,0.6261798815828086
2012,MARSHALL,SAN ANTONIO,0.5511695906432714,0.6561406233190294
2012,MCCALLUM,AUSTIN,0.5768588137009149,0.8475033120986203
2012,MCCOLLUM,SAN ANTONIO,0.11194653299916457,0.16777341625930506
2012,MCNEIL,AUSTIN,0,0.9655697641361138
2012,MEMORIAL,HOUSTON,0.395293790030631,0.9890091886965429
2012,MIDLAND,MIDLAND,0.3818574213311046,0.756689482092181
2012,MILBY,HOUSTON,0,0.18164916388997068
2012,MISSION EARLY COLLEGE,EL PASO,0.5167780562517377,0.7681959475912269
2012,MONTWOOD,EL PASO,0.2271651350598718,0.42311227096908033
2012,MOODY,CORPUS CHRISTI,0.6074909495962079,0.09861381285349217
2012,MOUNTAIN VIEW,EL PASO,0.5039682539682514,0.20463841763563678
2012,NORTH SIDE,FORT WORTH,0.5712197159565543,0.15742869301817378
2012,NORTHBROOK,HOUSTON,0.3267195767195762,0.23205708345234646
2012,PALO DURO,AMARILLO,0.29866332497911396,0.2522777704913975
2012,PARKLAND,EL PASO,0.35582010582010504,0.27219861532585704
2012,PASCHAL,FORT WORTH,0.927944862155368,0.9014345656455061
2012,RANDALL,AMARILLO,0.8653578390420333,0.8079695103025928
2012,RAY,CORPUS CHRISTI,0.3567947646895007,0.23232382347878983
2012,REAGAN,HOUSTON,0.8334725703146617,0.21612938738651533
2012,REAGAN,SAN ANTONIO,0.9686716791979714,0.9127187199253961
2012,RICHARDSON,RICHARDSON,0.6768309663046432,0.841298106095657
2012,RIDER,WICHITA FALLS,0.5215121136173739,0.7929761879983034
2012,RIVER ROAD,AMARILLO,0.3567947646895007,0.4059308194569585
2012,RIVERSIDE,EL PASO,0.1675020885547201,0.4163812962160949
2012,ROOSEVELT,LUBBOCK,0.60637705374547,0.734970012435886
2012,ROOSEVELT,SAN ANTONIO,0.0985797827903091,0.45203735756345864
2012,SOUTHSIDE,SAN ANTONIO,0.7052353104984598,0.24764735254881332
2012,SOUTHWEST,FORT WORTH,0.6421609579504255,0.36428351463881103
2012,SOUTHWEST,SAN ANTONIO,0.22994987468671663,0.3672856147045223
2012,SPRING WOODS,HOUSTON,0.38666109718741204,0.4812898088173666
2012,STEVENS,SAN ANTONIO,0.3045808966861593,0.42607859393315634
2012,STRATFORD,HOUSTON,0.7390698969646239,0.9587570892786642
2012,TAFT,SAN ANTONIO,0.3191311612364238,0.6504555749961187
2012,TAYLOR,HOUSTON,0.692495126705645,0.5878174977444962
2012,TRANSMOUNTAIN EARLY COLLEGE,EL PASO,0,0.5014791281989678
2012,TRIMBLE TECHNICAL,FORT WORTH,0.6074909495962079,0.24427187078046492
2012,TULOSO-MIDWAY,CORPUS CHRISTI,0.11194653299916457,0.7544222441120123
2012,UNIVERSITY,WACO,0,0.1835799153035632
2012,VANDEGRIFT,AUSTIN,0.6810776942355814,0.9560740260833461
2012,VICTORIA EAST,VICTORIA,0.1675020885547201,0.4212226882997757
2012,WACO,WACO,0.11194653299916457,0.23114644963674946
2012,WALTRIP,HOUSTON,0.22994987468671663,0.29856408226426245
2012,WARREN,SAN ANTONIO,0.1567808409913673,0.5882588392219679
2012,WEST OSO,CORPUS CHRISTI,0,0.09221640941843903
2012,WESTERN HILLS,FORT WORTH,0.6074909495962079,0.27690360720955387
2012,WESTFIELD,HOUSTON,0.29866332497911396,0.11699346290495521
2012,WESTLAKE,AUSTIN,0.9016290726816857,0.9910677095023068
2012,WESTSIDE,HOUSTON,0.565859092174878,0.695676086493316
2012,WESTWOOD,AUSTIN,0.9849624060150127,0.99252089303323765
2012,WICHITA FALLS,WICHITA FALLS,0.11194653299916457,0.6008710094216652
2012,WYLIE,ABILENE,0.991785018100782,0.899416910565354
2012,YSLETA,EL PASO,0.5768588137009149,0.0345579216646985
2013,ABILENE,ABILENE,0.6162628794207691,0.5167502977315224
2013,ALAMO HEIGHTS,SAN ANTONIO,0.7835561125034695,0.9521405615450156
2013,ALDINE,HOUSTON,0,0.20805552790074758
2013,ALIEF EARLY COLLEGE,HOUSTON,0.64181286549707,0.4749199696329307
2013,AMARILLO,AMARILLO,0.22994987468671663,0.9021938677546246
2013,AMERICAS,EL PASO,0.7474937343358294,0.2920741013991604
2013,ANDERSON,AUSTIN,0.4191033138401542,0.9550352362655428
2013,ANDRESS,EL PASO,0.21560846560846553,0.27362093274749155
2013,AUSTIN,AUSTIN,0.3818574213311046,0.8971764218200529
2013,AUSTIN,EL PASO,0.9596908939013975,0.33733589657876417
2013,BEL AIR,EL PASO,0.4074770258980772,0.285517728097204
2013,BERKNER,RICHARDSON,0.28216374269005806,0.8089297242429734
2013,BOSWELL,FORT WORTH,0.662141464773037,0.7558256176419225
2013,BOWIE,AUSTIN,0.5215121136173739,0.9639301091811816
2013,BOWIE,EL PASO,0.38666109718741204,0.24393032693667155
2013,BRANDEIS,SAN ANTONIO,0.3700222779170138,0.813599921223503
2013,BRENNAN,SAN ANTONIO,0.9180590364800697,0.4288973259040675
2013,BREWER,FORT WORTH,0.4017683096630453,0.46458027232225707
2013,BURBANK,SAN ANTONIO,0.7422027290448242,0.1908521754525782
2013,BURGES,EL PASO,0.7034948482316817,0.40235398700271363
2013,CALALLEN,CORPUS CHRISTI,0.6195349484823117,0.6424533324071406
2013,CANUTILLO,EL PASO,0.8894458368142402,0.23513466651519896
2013,CARNEGIE VANGUARD,HOUSTON,0.7966443887496398,0.9948440222857915
2013,CARROLL,CORPUS CHRISTI,0.22994987468671663,0.5326587259891132
2013,CARTER-RIVERSIDE,FORT WORTH,0.28216374269005806,0.17702287327073513
2013,CENTRAL,SAN ANGELO,0.29580896686159797,0.8196949224685963
2013,CHAPIN,EL PASO,0.8070871623503078,0.626954094300582
2013,CHURCHILL,SAN ANTONIO,0.3045808966861593,0.7661432154870711
2013,CLEAR LAKE,HOUSTON,0.9445836814257648,0.9792855283546489
2013,COOPER,ABILENE,0.1339459760512392,0.48923776926761975
2013,CORONADO,EL PASO,0.8924394319130982,0.8318481134140805
2013,CORONADO,LUBBOCK,0.9126287942077224,0.5960923004082848
2013,CROCKETT,AUSTIN,0.4191033138401542,0.18905177431436482
2013,CYPRESS CREEK,HOUSTON,0.6573377889167297,0.852325896126535
2013,CYPRESS FALLS,HOUSTON,0.7419242550821398,0.8015245433842911
2013,DAVIS,HOUSTON,0.22807017543859634,0.07182302263177529
2013,DEL VALLE,EL PASO,0.9238373712057721,0.23084175913333815
2013,DIAMOND HILL-JARVIS,FORT WORTH,0,0.08677603300320597
2013,DOBIE,HOUSTON,0.44660261765524734,0.6606730199443126
2013,EAST CENTRAL,SAN ANTONIO,0.5768588137009149,0.4190195544430101
2013,EASTWOOD,EL PASO,0.722709551656911,0.4184196192597499
2013,ECONOMEDES,EDINBURG,0.2276524644945696,0.2033669721680062
2013,EDINBURG,EDINBURG,0.4555834029518221,0.4532048049316224
2013,EDINBURG NORTH,EDINBURG,0.9501531606794541,0.4234518399670178
2013,EDISON,SAN ANTONIO,0.27568922305764376,0.1111691827247757
2013,EISENHOWER,HOUSTON,0.7472848788638161,0.18699395358623233
2013,EL PASO,EL PASO,0.6791283764967901,0.6745493945101706
2013,ESTACADO,LUBBOCK,0.11194653299916457,0.05073516928378673
2013,FLOUR BLUFF,CORPUS CHRISTI,0.9655388471177713,0.7661432154870711
2013,FOX TECHNICAL,SAN ANTONIO,0.4191033138401542,0.09273232483702401
2013,FRANKLIN,EL PASO,0.7006404901141658,0.6978194420795051
2013,GRAPE CREEK,SAN ANGELO,0.3045808966861593,0.5997774672637426
2013,GREENWOOD,MIDLAND,0,0.625394676601332
2013,HASTINGS,HOUSTON,0.0985797827903091,0.16588116911543366
2013,HEALTH CAREERS,SAN ANTONIO,0.7634363686995163,0.9734140086077367
2013,HIGHLAND PARK,AMARILLO,0.4022556390977431,0.6446330502344775
2013,HIGHLANDS,SAN ANTONIO,0.1339459760512392,0.12287278799501025
2013,HIRSCHI,WICHITA FALLS,0.979114452798639,0.35818953738786513
2013,HUNTSVILLE,HUNTSVILLE,0.5034809245335536,0.5473547347274195
2013,IRVIN,EL PASO,0.08862433862433862,0.37194512244002476
2013,JAY,SAN ANTONIO,0.9148565859091982,0.6576047677669039
2013,JEFFERSON,EL PASO,0.47403230297966925,0.3820171706682265
2013,JOHNSON,SAN ANTONIO,0.5768588137009149,0.9055244505142914
2013,JONES,HOUSTON,0,0.033235872078137184
2013,KERR,HOUSTON,0.5295182400445528,0.8958935138873247
2013,KILGORE,KILGORE,0,0.5588971549597384
2013,KING,CORPUS CHRISTI,0.6452241715399548,0.4472205622371518
2013,KLEIN FOREST,HOUSTON,0.3368142578668888,0.3031018914300382
2013,LA VEGA,WACO,0.22994987468671663,0.13978276611998755
2013,LAKE TRAVIS,AUSTIN,0.8750348092453188,0.9664030237000729
2013,LAKE VIEW,SAN ANGELO,0.7052353104984598,0.4617018561210479
2013,LAMAR,HOUSTON,0.1675020885547201,0.6896523573306566
2013,LANGHAM CREEK,HOUSTON,0.2642021720969087,0.8725351207004886
2013,LEE,HOUSTON,0,0.3091488746638685
2013,LEE,MIDLAND,0.682052353104977,0.7830467048328089
2013,LEE,SAN ANTONIO,0.5768588137009149,0.3134733952527963
2013,LUBBOCK,LUBBOCK,0.9744500139236741,0.8241889715579562
2013,MACARTHUR,HOUSTON,0.5490810359231378,0.3144324075673919
2013,MACARTHUR,SAN ANTONIO,0.9081035923140998,0.7473946558706751
2013,MADISON,SAN ANTONIO,0.4191033138401542,0.5208955200799397
2013,MARSHALL,SAN ANTONIO,0.7565441381230752,0.5836806345319745
2013,MAYDE CREEK,HOUSTON,0.08862433862433862,0.6410451941697697
2013,MCCALLUM,AUSTIN,0.8541492620439834,0.9090129164531953
2013,MCCOLLUM,SAN ANTONIO,0.19890002784739624,0.12857964321368986
2013,MEMORIAL,HOUSTON,0.5274296853244194,0.9850319640817966
2013,MIDLAND,MIDLAND,0.682052353104977,0.6943099320159833
